,TransactionID,LoanAmount,ClosingDate,Quarter,Closed,RegionName,PurchasePrice,ARV,Beds,Bath,SqFt,RepairCreditLine,CashReserves,RepeatBorrower,YearsOfExperience,CompletedProperties,MarketHealthIndex,YoY,DaysOnMarket,MedianSalesPriceSqFt,MedianSalesPrice
1060,3307J,650000,2015-10,4,1,27896,0,1300000,6,5.5,9688,0,50000,0,10,12,7.962711353,7.354149548,115,,264300
1067,0014W,877500,2015-10,4,0,77056,975000,1300000,5,4.5,5715,0,272760,0,20,0,9.880736715,10.14953271,86.5,176.4671,951500
159,1020W,86300,2013-01,1,1,32703,700000,1500000,4,4,2300,100000,30000,0,12,4,1.492300725,6.706408346,90,65.6668,103900
989,0709L,900000,2015-05,2,0,30549,1200000,1600000,6,635,7788,0,361000,0,5,5,1.822916667,5.341614907,110.5,80.6425,165100
1037,2856W,104000,2015-10,4,1,32073,90000,1600000,3,2.5,1755,30000,409000,0,3,7,0.21361715,3.977272727,91.5,86.6154,148600
1118,9087S,110700,2015-12,4,1,32222,108000,1600000,3,2,2215,15000,100000,0,18,70,1.250754831,6.613226453,92,,160000
1145,0618O,99900,2016-01,1,1,46203,68000,2300000,4,1,2260,43000,400000,0,2,2,7.033514493,11.98501873,120,191.0501,274200
660,3267F,174500,2014-10,4,1,33761,153914,2500000,3,2,1604,40000,80000,0,4,,1.913496377,7.474874372,72,84.34466019,251900
1041,1916I,1920000,2015-10,4,1,28173,0,3200000,6,8,11316,0,150000,0,2,0,7.645682367,4.075135307,102,116.5501,321200
0,2484S,35000,2011-09,3,1,32825,79000,,3,2,1247,,,0,,,2.181461353,6.772673734,84.5,69.7371,121200
1,2643C,25000,2011-09,3,1,32805,12000,,4,2,1467,,,0,,,0.399305556,-0.835654596,102.5,,53200
2,3644C,45000,2011-09,3,1,32808,0,,3,1,985,,,0,,,0.935235507,5.844155844,84,33.7361,52500
3,89023,44000,2011-09,3,1,32208,0,,3,2,1216,,,0,,,1.668176329,9.523809524,107.5,21.763,58200
4,0179Q,150000,2011-09,3,1,32259,150000,,4,3,3200,,,0,,,2.292421498,6.383750453,95,100.5803,233100
5,0605N,43000,2011-09,3,1,34746,0,,4,2,816,,,0,,,1.608544686,3.934233705,112,58.9406,123700
6,2504M,95000,2011-09,3,1,32804,114100,,3,1,1470,,,0,,,7.962711353,7.354149548,115,128.4781,177700
7,6428A,95000,2011-09,3,1,32818,90000,,4,2,2330,,,0,,,3.688103865,10.7599699,97,50.6931,90000
8,2502K,20000,2011-09,3,1,32808,0,,2,2,1176,,,0,,,0.935235507,5.844155844,84,33.7361,52500
9,1717S,28000,2011-10,4,1,32807,37000,,2,1.5,1018,,,0,,,4.985658213,11.53169014,89,48.686,76100
10,1777C,75000,2011-10,4,1,33801,98600,,2,2.5,1000,,,0,,,0.244565217,4.82398957,85,49.9736,58100
11,6322S,28500,2011-10,4,1,32818,15000,,3,2,1450,,,0,,,3.688103865,10.7599699,97,49.7549,90000
12,5428A,34900,2011-10,4,1,32839,0,,3,1.5,934,,,0,,,1.160175121,5.603448276,86.5,38.7404,76400
13,6591M,35000,2011-11,4,1,32818,0,,6,4,2426,,,0,,,3.688103865,10.7599699,97,50.5944,89900
14,0664K,41500,2011-11,4,1,32809,42000,,3,1.5,1326,,,0,,,2.262228261,9.140767825,99,96.9854,74500
15,1025H,30500,2011-11,4,1,32751,50000,,3,2,1146,,,0,,,3.203502415,6.075388027,124,77.9409,236300
16,2906N,80000,2011-11,4,1,33602,0,,3,2,1080,,,0,,,6.41455314,10.74342702,103,169.6704,95300
17,0324Y,160000,2011-11,4,1,32259,0,,3,3,2082,,,0,,,2.292421498,6.383750453,95,95.9717,233600
18,3830D,50000,2011-11,4,1,32246,0,,4,2,1000,,,0,,,0.798611111,5.373134328,82,68.8779,121800
19,0155P,100000,2011-11,4,1,32082,142500,,6,5,4058,,,0,,,4.806763285,7.42492315,118.5,142.6567,428400
21,1519G,50000,2011-11,4,1,34748,62000,,3,2,2053,,,0,,,1.01147343,2.930127724,101,63.9559,115100
22,24253,36500,2011-11,4,1,33711,0,,3,2,1094,,,0,,,2.967995169,10.57971014,101,94.26,50700
23,4211W,47000,2011-11,4,1,32209,0,,8,4,2393,,,0,,,0.232487923,0,102,,43100
24,3967R,61000,2011-11,4,1,32808,70000,,3,3,2005,,,0,,,0.935235507,5.844155844,84,33.7487,51800
25,1009R,71500,2011-12,4,1,32703,0,,3,2,1616,,,0,,,1.492300725,6.706408346,90,56.4737,96000
26,8236S,86800,2011-12,4,1,32818,72200,,4,3,1872,,,0,,,3.688103865,10.7599699,97,49.9956,90200
27,7330B,63000,2011-12,4,1,32818,73600,,4,2,1822,,,0,,,3.688103865,10.7599699,97,49.9956,90200
28,2808P,95000,2011-12,4,1,32808,85100,,4,2.5,2635,,,0,,,0.935235507,5.844155844,84,31.1425,51500
29,5507S,47000,2011-12,4,1,32810,,,4,3,1787,,,0,,,0.839371981,7.327227311,82,51.2056,81700
30,4225F,54000,2011-12,4,1,32804,0,,3,1,915,,,0,,,7.962711353,7.354149548,115,124.4798,177900
31,4653M,39000,2011-12,4,1,32818,0,,3,2,1300,,,0,,,3.688103865,10.7599699,97,49.9956,90200
33,0849H,94000,2012-01,1,1,32803,178000,,3,3,1258,,,0,,,5.889190821,5.885057471,95.5,119.293,156400
34,6502M,53280,2012-01,1,1,32818,59000,,3,2,1562,,,0,,,3.688103865,10.7599699,97,49.3522,90400
35,3705T,23000,2012-01,1,1,33810,24699,,2,1,1356,,,0,,,0.557065217,7.87965616,84.5,62.4744,105500
36,8041C,80000,2012-01,1,1,32818,68000,,3,2,1774,,,0,,,3.688103865,10.7599699,97,49.3522,90400
37,0053P,64000,2012-01,1,1,34758,0,,4,2.5,2844,,,0,,,1.314915459,5.66318927,95.5,45.5552,78300
38,2117P,41000,2012-01,1,1,32808,38000,,4,2.5,1389,,,0,,,0.935235507,5.844155844,84,33.0345,51300
39,0019S,53000,2012-01,1,1,32713,52000,,3,2,1368,,,0,,,3.93115942,8.072009292,114.5,65.5009,134500
40,3812W,45500,2012-02,1,1,32808,35000,,4,2,1387,,,0,,,0.935235507,5.844155844,84,31.1596,51500
41,3823W,95000,2012-02,1,1,32808,95000,,4,2,2157,,,0,,,0.935235507,5.844155844,84,31.1596,51500
42,5166C,43200,2012-02,1,1,32808,54000,,3,2,1503,,,0,,,0.935235507,5.844155844,84,31.1596,51500
43,3620N,56500,2012-02,1,1,32818,62000,,3,2,1710,,,0,,,3.688103865,10.7599699,97,52.4471,90300
44,5396A,40000,2012-02,1,1,32808,0,,3,2,1230,2000,,0,,,0.935235507,5.844155844,84,31.1596,51500
45,0504S,35000,2012-02,1,1,33801,63700,,3,2,1492,25000,,0,,,0.244565217,4.82398957,85,,57600
46,0604S,159000,2012-02,1,1,32920,0,,2,2,1860,,,0,,,5.133605072,8.907138345,76,84.3499,161000
47,7100W,133000,2012-02,1,1,32818,438100,,5,3.5,3365,,,0,,,3.688103865,10.7599699,97,52.4471,90300
48,7901T,74000,2012-02,1,1,32822,125000,,3,2,1550,,,0,,,2.507548309,10.53140097,86.5,57.8768,84800
49,0428W,160000,2012-03,1,1,32259,255000,,3,3,2745,,,0,,,2.292421498,6.383750453,95,99.6584,235300
50,2200T,31080,2012-03,1,1,32808,32600,,3,2,1559,,,0,,,0.935235507,5.844155844,84,30.3624,52000
51,7372L,44000,2012-03,1,1,32818,55000,,3,2,1452,,,0,,,3.688103865,10.7599699,97,50.5175,90200
52,1210H,62784,2012-03,1,1,32750,118500,,4,2,1738,,,0,,,4.159873188,5.059847661,96.5,,142900
53,4837C,46216,2012-03,1,1,32811,53000,,3,2,1354,,,0,,,1.086956522,7.713498623,115.5,45.5271,40300
54,1210N,23000,2012-03,1,1,32808,,,3,1,1442,,,0,,,0.935235507,5.844155844,84,30.3624,52000
56,1236D,112000,2012-04,2,1,32824,194000,,5,3.5,2807,,,0,,,3.480525362,7.611853574,108,59.5891,119100
57,1988M,66000,2012-04,2,1,32725,118000,,3,2,1779,,,0,,,3.928140097,14.14821944,89,49.35,72100
58,0721B,40300,2012-04,2,1,34759,53100,,3,2,1172,,,0,,,2.250905797,5.405405405,113.5,51.7221,78500
59,1410C,106700,2012-04,2,1,32818,136100,,3,2.5,1937,,,0,,,3.688103865,10.7599699,97,52.5145,90400
60,5112T,69550,2012-04,2,1,34761,120000,,3,2,1587,,,0,,,4.360658213,11.61217587,95,62.9469,133300
61,1730L,105300,2012-04,2,1,34761,128550,,4,2,1826,,,0,,,4.360658213,11.61217587,95,62.9469,133300
62,2420P,161200,2012-04,2,1,32824,241100,,5,3,3181,,,0,,,3.480525362,7.611853574,108,59.5891,119100
63,0253L,67150,2012-04,2,1,34743,89990,,2,2,1162,,,0,,,2.712862319,7.79401531,84,56.7869,82500
64,1349W,39000,2012-04,2,1,32209,0,,2,1,700,,,0,,,0.232487923,0,102,,40800
65,2044P,108500,2012-04,2,1,32712,225000,,4,3,2275,,,0,,,1.326992754,5.098039216,91,66.8569,153900
66,1005D,120000,2012-05,2,1,32751,0,,4,2.5,2259,,,0,,,3.203502415,6.075388027,124,96.6071,238000
67,5069F,52000,2012-05,2,1,32808,68000,,3,2,1400,,,0,,,0.935235507,5.844155844,84,34.0539,52800
68,5825N,48600,2012-05,2,1,32653,40500,,3,2,1387,,,0,,,2.718900966,5.871330418,136,96.9019,143400
69,8621S,92312,2012-05,2,1,32818,77800,,3,2,1746,,,0,,,3.688103865,10.7599699,97,49.9884,91000
70,1322C,87200,2012-05,2,1,33525,84000,,3,3,760,,,0,,,0.86352657,6.575342466,82,66.0883,127200
71,6209F,40000,2012-05,2,1,32809,50000,,5,2,1465,,,0,,,2.262228261,9.140767825,99,48.0926,77600
72,3044S,18700,2012-05,2,1,32822,0,,2,2,1201,,,0,,,2.507548309,10.53140097,86.5,55.715,85100
73,7707S,86000,2012-05,2,1,32818,92000,,4,2,1968,,,0,,,3.688103865,10.7599699,97,49.9884,91000
75,5913G,69840,2012-06,2,1,32810,73000,,3,2,1618,,,0,,,0.839371981,7.327227311,82,56.5662,82100
76,0148S,118800,2012-06,2,1,32750,189900,,3,3,2243,,,0,,,4.159873188,5.059847661,96.5,77.1321,147300
77,7908D,164500,2012-06,2,1,32222,32000,,5,4,2579,,,0,,,1.250754831,6.613226453,92,,119300
78,6570L,42000,2012-06,2,1,32818,60600,,3,2,1641,,,0,,,3.688103865,10.7599699,97,48.1919,92000
79,4139L,76000,2012-06,2,1,32808,89900,,9,6,4242,,,0,,,0.935235507,5.844155844,84,37.3348,53200
80,0185Q,182000,2012-06,2,1,32259,40000,,,,2423,,,0,,,2.292421498,6.383750453,95,99.1582,238100
81,2307R,17000,2012-06,2,1,32806,35000,,2,1,576,,,0,,,3.723580918,9.693877551,81,104.0534,158900
82,2706A,100750,2012-06,2,1,32822,96300,,2,2,1494,,,0,,,2.507548309,10.53140097,86.5,59.618,85700
83,0520P,37520,2012-06,2,1,32730,29900,,2,1,985,,,0,,,2.785326087,6.600425834,78,,115200
84,0302I,65300,2012-06,2,1,32824,67500,,3,2,1421,,,0,,,3.480525362,7.611853574,108,63.4132,121700
85,1617H,57200,2012-06,2,1,32725,0,,3,2,1348,,,0,,,3.928140097,14.14821944,89,49.974,74200
86,3205C,60900,2012-06,2,1,32738,64000,,3,3,1224,,,0,,,5.529136473,13.45971564,97,50.2069,71300
87,6396P,50050,2012-06,2,1,32818,210000,,3,2,1775,,,0,,,3.688103865,10.7599699,97,48.1919,92000
88,1216D,57200,2012-06,2,1,32824,71500,,4,2,1410,,,0,,,3.480525362,7.611853574,108,63.4132,121700
89,1209B,51040,2012-07,3,1,32810,53500,,4,2,1316,,,0,,,0.839371981,7.327227311,82,57.8923,82200
90,6322J,69520,2012-07,3,1,32818,61000,,3,2,1312,,,0,,,3.688103865,10.7599699,97,50.5561,93600
91,44155,60000,2012-07,3,1,32968,345000,,4,3.5,3179,,,0,,,4.187047101,7.460474308,108.5,85.5711,160300
92,0801W,60720,2012-07,3,1,32771,39000,,5,2,2043,,,0,,,1.025815217,5.394736842,89,77.4779,119200
93,4803B,15960,2012-07,3,1,32808,84000,,5,2,1731,,,0,,,0.935235507,5.844155844,84,33.3814,54100
94,1404S,152750,2012-07,3,1,32828,164500,,6,4,3481,,,0,,,2.598128019,4.503367003,91,81.8008,183000
95,0628S,58100,2012-07,3,1,32725,74000,,4,2,1354,,,0,,,3.928140097,14.14821944,89,50.2992,75200
96,4444N,67320,2012-07,3,1,32808,75000,,4,2,1728,,,0,,,0.935235507,5.844155844,84,33.3814,54100
97,0382Y,218400,2012-07,3,1,32259,323031,,4,3,2578,,,0,,,2.292421498,6.383750453,95,100.2543,238700
98,0230O,190400,2012-07,3,1,32259,279000,,3,3,2603,,,0,,,2.292421498,6.383750453,95,100.2543,238700
99,0560S,205800,2012-07,3,1,32259,0,,4,4,2618,,,0,,,2.292421498,6.383750453,95,100.2543,238700
100,4632J,52000,2012-07,3,1,32818,55000,,3,2,1221,,,0,,,3.688103865,10.7599699,97,50.5561,93600
101,0101L,252000,2012-07,3,1,32259,55650,,5,3.5,3263,,,0,,,2.292421498,6.383750453,95,100.2543,238700
102,5728L,88000,2012-07,3,1,32810,80000,,4,2.5,2208,,,0,,,0.839371981,7.327227311,82,57.8923,82200
103,1619F,32500,2012-07,3,1,32808,40500,,3,2,1257,,,0,,,0.935235507,5.844155844,84,33.3814,54100
104,3210R,66000,2012-08,3,1,33618,56000,,3,2,1269,,,0,,,7.3852657,7.677989763,101.5,82.9363,199400
105,1118M,108000,2012-08,3,1,34744,183000,,4,2.5,2313,,,0,,,3.614130435,5.791044776,102,62.5639,118800
106,0002S,90640,2012-08,3,1,32803,70000,,3,2,784,,,0,,,5.889190821,5.885057471,95.5,117.7243,169100
107,5514W,66140,2012-08,3,1,32810,78000,,3,2,1781,,,0,,,0.839371981,7.327227311,82,57.5377,82600
108,0364E,43200,2012-08,3,1,32750,90000,,4,2,2108,,,0,,,4.159873188,5.059847661,96.5,79.328,149300
109,7830S,134500,2012-08,3,1,32835,150000,,3,2,2057,,,0,,,4.011171498,8.550434202,113,77.9257,155800
110,0165L,175000,2012-08,3,1,32259,0,,4,2,3583,,,0,,,2.292421498,6.383750453,95,99.3835,240000
111,6825L,52000,2012-08,3,1,34761,125500,,3,2,1890,,,0,,,4.360658213,11.61217587,95,67.75,138800
112,14016,52650,2012-08,3,1,32724,30000,,3,2,1136,,,0,,,5.172101449,9.669992325,108,60.789,103300
113,6404L,63010,2012-08,3,1,32818,65000,,4,2,2240,,,0,,,3.688103865,10.7599699,97,56.4035,95500
114,1070N,52800,2012-09,3,1,33617,45000,,3,2,1672,,,0,,,7.118055556,19.65552178,104.5,64.1076,107300
115,4523S,38000,2012-09,3,1,32808,50000,,4,3,1824,,,0,,,0.935235507,5.844155844,84,35.6921,56100
116,0850T,52500,2012-09,3,1,32804,63000,,3,2,1080,,,0,,,7.962711353,7.354149548,115,131.9039,193400
117,4856M,34960,2012-09,3,1,32811,39000,,2,2,1080,,,0,,,1.086956522,7.713498623,115.5,56.2725,43400
118,2829S,80300,2012-09,3,1,32818,53100,,3,2,1663,,,0,,,3.688103865,10.7599699,97,53.0991,97100
119,1417P,200000,2012-09,3,1,32792,199900,,4,4,2738,,,0,,,4.689009662,7.305936073,91,79.6901,148000
120,1115S,309000,2012-09,3,1,32806,300000,,3,3,3236,,,0,,,3.723580918,9.693877551,81,91.5808,166100
121,2620A,45930,2012-09,3,1,32738,69300,,3,2,1840,,,0,,,5.529136473,13.45971564,97,49.6828,73700
122,2493M,154700,2012-10,4,1,34771,0,,4,1.5,2567,,,0,,,3.139341787,6.011854361,111,85.3916,192800
123,0815T,46920,2012-10,4,1,32763,30250,,3,2,1562,,,0,,,3.566576087,12.92372881,90,53.2181,69800
124,9709B,56850,2012-10,4,1,32810,95000,,1,2,1358,,,0,,,0.839371981,7.327227311,82,49.706,83800
125,0019M,152250,2012-10,4,1,32259,23500,,3,3,5280,,,0,,,2.292421498,6.383750453,95,103.2558,242800
126,6516O,52400,2012-10,4,1,32244,65500,,3,2,1794,,,0,,,0.543478261,8.799266728,90.5,53.5655,90600
127,5123C,56560,2012-10,4,1,32808,57000,,3,2,1409,,,0,,,0.935235507,5.844155844,84,35.8567,57500
128,7717W,100000,2012-10,4,1,32819,165900,,3,2,4028,,,0,,,3.728864734,6.25,103,105.3443,235900
129,0749N,101200,2012-10,4,1,32708,94900,,3,2,1632,,,0,,,4.716183575,7.114228457,86,89.6688,184500
130,2211M,55440,2012-11,4,1,32068,156400,,4,2,1638,,,0,,,0.782004831,5.782312925,105,66.969,125600
131,0301C,245000,2012-11,4,1,34217,0,,6,5,2263,,,0,,,8.170289855,7.879843274,135.5,254.0976,504100
132,0736R,268100,2012-11,4,1,32746,269900,,4,4,2953,,,0,,,3.100845411,4.761904762,99,100.9006,235200
133,1224C,114000,2012-11,4,1,32801,100000,,3,2,1401,,,0,,,3.65111715,6.589147287,109,179.3196,261100
134,0501D,138400,2012-11,4,1,32801,0,,3,2,1479,,,0,,,3.65111715,6.589147287,109,179.3196,261100
135,0216R,152600,2012-11,4,1,32259,23500,,3,2,1799,,,0,,,2.292421498,6.383750453,95,102.5255,244100
136,8533W,66400,2012-11,4,1,32835,0,,3,2.5,2304,,,0,,,4.011171498,8.550434202,113,74.4904,162700
137,1719T,27500,2012-11,4,1,32703,41200,,3,1,897,,,0,,,1.492300725,6.706408346,90,65.0514,101000
138,4627W,200000,2012-11,4,1,32835,230000,,4,3,2134,,,0,,,4.011171498,8.550434202,113,74.4904,162700
140,9,101200,2012-11,4,1,32750,112900,,,,,,,0,,,4.159873188,5.059847661,96.5,83.7114,155200
141,0016C,332640,2012-11,4,1,32164,456900,,5,4,2159,,,0,,,3.163496377,6.26223092,107,65.8759,122500
142,1222N,48500,2012-11,4,1,32808,79900,,3,2,1222,,,0,,,0.935235507,5.844155844,84,37.8205,59200
143,0835W,61970,2012-11,4,1,32725,70000,,3,2,1803,,,0,,,3.928140097,14.14821944,89,50.9629,74800
144,2788D,54600,2012-11,4,1,32738,100000,,3,2,1239,,,0,,,5.529136473,13.45971564,97,52.3415,74300
145,7032B,45100,2012-12,4,1,32822,10000,,4,2,1116,,,0,,,2.507548309,10.53140097,86.5,59.2734,93700
147,0088S,229600,2012-12,4,1,32095,0,,5,4,2920,,,0,,,0.765398551,4.180919802,168,98.3015,239700
148,1770P,45500,2012-12,4,1,32724,45900,,3,2,1212,,,0,,,5.172101449,9.669992325,108,60.4222,106300
149,0124H,65740,2012-12,4,1,34787,63000,,3,2,1097,,,0,,,5.247584541,8.579210168,106,85.6643,185100
150,0489P,61650,2012-12,4,1,34761,48000,,3,1,1275,,,0,,,4.360658213,11.61217587,95,69.5927,142300
151,0392S,54656,2012-12,4,1,32908,59900,,3,2,1440,,,0,,,3.029891304,13.14475874,78.5,56.5108,85400
152,4526W,92400,2012-12,4,1,34203,105000,,4,2,2191,,,0,,,4.032306763,9.479371316,89,91.2428,165300
153,2224W,98000,2012-12,4,1,32792,97500,,3,2,1415,,,0,,,4.689009662,7.305936073,91,73.0067,152900
154,2063A,81600,2013-01,1,1,33558,170000,,4,2,1688,,,0,,,5.012077295,4.993160055,109,110.9428,267900
155,0420T,62480,2013-01,1,1,32750,71129,,3,1.5,2220,,,0,,,4.159873188,5.059847661,96.5,84.2613,159600
156,3570M,98560,2013-01,1,1,32789,144999,,2,1,1058,,,0,,,6.033363527,10.15084852,102,157.1795,314800
157,6753F,44000,2013-01,1,1,32210,58900,,3,1.5,1040,,,0,,,0.831823671,9.215017065,90,53.7721,77600
158,2032W,20000,2013-01,1,1,32209,0,,2,1,1291,,,0,,,0.232487923,0,102,,39700
160,0002E,21000,2013-01,1,1,32703,30000,,3,2,1344,,,0,,,1.492300725,6.706408346,90,65.6668,103900
161,0516N,38000,2013-01,1,1,34761,0,,3,2,1066,,,0,,,4.360658213,11.61217587,95,71.5719,143500
162,0326N,198100,2013-01,1,1,32779,190000,,4,2.5,1738,,,0,,,2.158061594,4.360155973,98,93.0545,261700
163,1669F,68600,2013-01,1,1,32725,144000,,4,3,1944,,,0,,,3.928140097,14.14821944,89,52.7523,76500
164,3107L,140000,2013-01,1,1,32806,144000,,3,2,1905,,,0,,,3.723580918,9.693877551,81,106.645,176400
165,6361H,43600,2013-02,1,1,32927,75000,,4,2,1778,,,0,,,3.383152174,13.84750219,81,66.9614,89400
166,0625A,117600,2013-02,1,1,32714,110000,,4,2,1849,,,0,,,2.561141304,8.425720621,78,65.261,153500
167,0651L,49280,2013-02,1,1,34758,93000,,3,2,1242,,,0,,,1.314915459,5.66318927,95.5,58.7384,93000
168,0657N,21200,2013-02,1,1,32725,19000,,2,1,766,,,0,,,3.928140097,14.14821944,89,53.9998,77500
169,2107C,121550,2013-02,1,1,34639,130000,,4,3,2658,,,0,,,2.552083333,7.209543568,95,81.8288,155800
170,3815P,135000,2013-02,1,1,33611,267900,,4,3,1499,,,0,,,5.494414251,13.29545455,92,103.8844,172100
171,0517B,76560,2013-02,1,1,34758,149499,,4,3,2571,,,0,,,1.314915459,5.66318927,95.5,58.7384,93000
172,20202,25000,2013-02,1,1,33705,50000,,2,2,936,,,0,,,2.793629227,12.95652174,93.5,,88700
173,0023S,421806,2013-03,1,1,34929,0,,3,3,2356,,,0,,,7.962711353,7.354149548,115,132.9839,222000
174,9505D,99500,2013-03,1,1,34654,179900,,4,3,1565,,,0,,,0.846165459,5.793285056,96.5,73.5264,124800
175,6022T,50000,2013-03,1,1,32807,0,,3,2,1312,,,0,,,4.985658213,11.53169014,89,65.5404,88400
176,1192P,173600,2013-03,1,1,32835,325000,,4,2.5,2379,,,0,,,4.011171498,8.550434202,113,88.4386,181200
177,4000V,49200,2013-03,1,1,34741,61500,,4,3,1296,,,0,,,2.613224638,12.30116649,73,60.3844,89700
178,5875S,42000,2013-03,1,1,32209,0,,3,2,1264,,,0,,,0.232487923,0,102,,40800
179,1696N,57500,2013-03,1,1,32807,0,,,15,1500,,,0,,,4.985658213,11.53169014,89,65.5404,88400
181,7032W,45000,2013-03,1,1,33813,275000,,4,3,1700,,,0,,,3.125754831,7.375643225,100,79.4845,150200
182,0701S,21000,2013-03,1,1,32505,0,,3,1,888,,,0,,,0.261926329,-0.367647059,118.5,,49300
183,1544W,42000,2013-03,1,0,32209,0,,8,4,2704,,0,0,,,0.232487923,0,102,,40800
185,4408G,419900,2013-03,1,0,32806,399900,,6,4,2150,,,0,,,3.723580918,9.693877551,81,107.0077,182400
186,5452S,56320,2013-03,1,0,34491,0,,3,3,1500,,,0,,,2.096165459,7.30301089,112,81.0191,135500
187,8590W,168000,2013-03,1,0,34429,0,,,10,7556,,,0,,,3.254076087,11.54210028,156.5,69.32270916,111400
188,8710W,168000,2013-03,1,0,34429,610000,,3,14,1058,,,0,,,3.254076087,11.54210028,156.5,69.32270916,111400
189,8570W,168000,2013-03,1,0,34429,610000,,,,7740,,,0,,,3.254076087,11.54210028,156.5,69.32270916,111400
190,1094N,56700,2013-04,2,1,33612,108000,,2,3,1890,,,0,,,0.498188406,6.584821429,80,62.3051,75600
191,1111N,65700,2013-04,2,1,32043,41000,,3,2,2376,,,0,,,0.394021739,1.687763713,117.5,70.3313,144600
192,4318D,91800,2013-04,2,1,32812,93000,,3,2,1578,,,0,,,3.375603865,9.266409266,74,81.1258,178600
193,0508M,57000,2013-04,2,1,32809,47000,,3,2,1387,,,0,,,2.262228261,9.140767825,99,55.6097,103300
195,5800Y,48750,2013-04,2,1,32807,70000,,4,2,1466,,,0,,,4.985658213,11.53169014,89,60.8252,89900
196,2150K,48000,2013-04,2,1,32207,119000,,2,1,1110,,,0,,,2.622282609,7.711651299,113,78.8283,105000
197,0313N,44100,2013-04,2,1,32835,89000,,4,2,970,,,0,,,4.011171498,8.550434202,113,91.7241,187600
198,0682V,65250,2013-04,2,1,32738,76400,,3,2,1555,,,0,,,5.529136473,13.45971564,97,60.1771,80900
200,7724F,27750,2013-04,2,1,32819,48000,,2,1,880,,,0,,,3.728864734,6.25,103,119.3261,262300
201,1233H,72000,2013-04,2,1,32712,60000,,3,2,8806,,,0,,,1.326992754,5.098039216,91,76.778,179800
202,2512C,90900,2013-04,2,1,33712,148500,,3,2,1456,,,0,,,2.512077295,12.60869565,76,,77000
203,2325S,88500,2013-04,2,1,34952,79900,,3,2,1476,,,0,,,4.959993961,19.80461812,76,64.2241,98600
206,8431C,74000,2013-04,2,1,34747,0,,3,3,1291,,,0,,,1.117904589,3.005085529,122.5,126.1222,266500
207,7701A,35000,2013-04,2,1,32819,36000,,4,2,1064,,,0,,,3.728864734,6.25,103,119.3261,262300
211,2030N,77000,2013-04,2,1,33060,0,,4,2,1215,,,0,,,1.400966184,10.50975456,120.5,119.829,194900
212,1592T,107100,2013-04,2,1,33625,119000,,4,2,1420,,,0,,,3.982487923,8.075601375,85,95.8598,147100
216,2610S,67500,2013-04,2,0,32818,0,,3,2,1308,,,0,,,3.688103865,10.7599699,97,55.8251,109400
218,0814A,74700,2013-04,2,0,32703,76000,,2,2,1420,,,0,,,1.492300725,6.706408346,90,66.211,109000
219,1029B,150000,2013-04,2,0,33428,249000,,3,3,2528,,,0,,,2.703804348,7.876554583,102.5,75.2081,227900
220,1513E,90000,2013-04,2,0,33610,49000,,3,1,600,,,0,,,0.091334541,0.912646675,77,,61200
221,0020S,238900,2013-04,2,0,32801,250000,,3,1,2139,,,0,,,3.65111715,6.589147287,109,194.5949,278000
222,4658C,35250,2013-05,2,1,32822,70000,,2,1,934,0,,0,,,2.507548309,10.53140097,86.5,64.559,99900
223,4528C,36750,2013-05,2,1,32822,49000,,2,2,1253,0,,0,,,2.507548309,10.53140097,86.5,64.559,99900
225,0020B,72050,2013-05,2,1,32137,100000,,3,2,1260,0,,0,,,3.738677536,6.579608237,131,91.6324,165500
226,0151W,78525,2013-05,2,1,32773,112000,,3,2,1806,0,,0,,,4.554649758,10.59661621,101,75.6831,91200
228,0670&,78300,2013-05,2,1,32750,0,,0,2,7535,15000,,0,,,4.159873188,5.059847661,96.5,89.7604,169900
229,5730T,167400,2013-05,2,1,34243,100000,,3,2,1664,0,,0,,,5.47705314,9.7811523,81,113.8893,214800
234,1257F,67050,2013-05,2,1,32757,0,,3,2,1044,0,,0,,,2.671346618,5.976586568,106,81.9631,147500
238,2733M,58500,2013-05,2,1,32935,105000,,3,2,1292,5000,,0,,,5.8227657,16.38361638,85.5,62.4708,88600
242,1160N,94500,2013-05,2,1,32757,68899,,2,2,1706,39000,,0,,,2.671346618,5.976586568,106,81.9631,147500
243,1031T,47250,2013-04,2,0,32819,52500,,2,2,1124,0,,0,,,3.728864734,6.25,103,119.3261,262300
244,1702M,90540,2013-04,2,0,34736,87000,,4,2,2144,0,,0,,,3.90625,6.196319018,115,65.1684,110500
250,1083N,63750,2013-05,2,0,33127,0,,0,2,2418,0,,0,,,2.95214372,22.9253112,135,,86700
255,99518,78750,2013-06,2,1,32824,90000,,4,2,1332,0,,0,,,3.480525362,7.611853574,108,77.7046,141300
257,6312S,49500,2013-06,2,1,32818,45000,,3,2,1380,10000,,0,,,3.688103865,10.7599699,97,58.2468,112500
258,2211F,45000,2013-06,2,1,32808,51000,,5,2,1000,0,,0,,,0.935235507,5.844155844,84,44.9077,64700
259,1463A,50000,2013-06,2,1,32837,246399,,4,4,3021,20000,,0,,,3.072161836,6.77352637,85,93.0168,174500
264,6905A,60750,2013-06,2,1,32818,67000,,4,2,1736,8000,100000,1,0,0,3.688103865,10.7599699,97,58.2468,112500
266,0108S,196000,2013-06,2,1,32095,296720,,4,3,2472,196000,,0,,,0.765398551,4.180919802,168,100.3456,248500
